P01901859A0000|0 64|UDP-Gal:Gal beta 1----4GlcNAc alpha 1----3-galactosyltransferase
P01310178A0876|109 141|30-kDa gp0.7-related polypeptide
P01713213A0000|109 141|serine/threonine protein kinases
P07499421A0237|109 137|CYP3A1 5'-flanking sequences
P02839488A1314|109 136|human erythrocyte type-1 Gs
P09305870A0894|109 135|human lymphocyte homologue
P11410679A0000|109 134|LOX recognition sequences
P08816759A0000|109 133|thyroid hormone receptor
P01296815A0059|109 132|5'-truncated pseudogene
P08260635A0926|109 132|chloroplast GAPDH genes
P08475104A0341|109 131|human thymidine kinase
P08387994A0980|109 130|chromosomal attB site
P11416012A2511|109 130|LDL receptor promoter
P02566613T0000|109 129|DNA-binding proteins
P08898866A0458|109 129|wild-type annexin II
P09003463A0198|109 129|human RII alpha gene
P01116466A0185|109 128|clotting factors II
P10600171A1066|109 128|CYP3A2 DexRE-1 site
P09531559A1153|109 127|cytoplasmic domain
P01904437A0000|109 126|metR gene product
P09000632A2341|109 126|wild-type complex
P02879906A0000|109 126|beta adrenoceptor
P02233729A1065|109 125|Dhfr transcripts
P09079915T0000|109 125|sigma70 promoter
P00881630A0000|109 124|Phospholipase-A
P09679750A0304|109 124|cyclo-oxygenase
P11463359A0167|109 124|luciferase gene
P11241166A0677|109 124|leptin receptor
P01320255A0795|109 123|nuclear factor
P08413215A0327|109 122|IL-8 promoter
P01996312A0454|109 120|Dd kinase-2
P11469853A0702|109 120|rat PKC eta
P02340595A0124|109 119|tRNA genes
P10376877A0611|109 119|5.8Ss rRNA
P02833012A0428|109 118|L protein
P08922390A0361|109 117|paxillin
P10084294A0219|109 117|ferritin
P11313398A0687|109 117|PKBalpha
P10900269A0396|109 117|TK genes
P02131652A0883|109 116|gastrin
P10777217A0536|109 116|p73beta
P08704240A1111|109 116|PIXY321
P11583621A0301|109 116|hTAF(II
P08761480A0331|109 116|RPDE-39
P03001084A0406|109 116|alpha 1
P08637711A1121|109 114|IRF-1
P11012680A1020|109 114|FGFR1
P09882451A0195|109 114|HEM15
P08977235A0588|109 114|STAT1
P10228009A0600|109 114|TRAF2
P03915540A0863|109 113|gcn2
P08683108A0965|109 113|junB
P09047344A0000|109 113|MLCK
P07601828A0095|109 113|fliP
P09736697A0783|109 113|JNK1
P08471629A0816|109 113|nPKC
P10490604A0601|109 113|NFAT
P11127200A1024|109 113|AP-1
P10607899A0605|109 113|CREB
P09030781A0734|109 113|cdk5
P10586115A0477|109 113|IL-6
P09843572A0944|109 113|Wee1
P01956491A0095|109 112|GFR
P09006914A0812|109 112|JNK
P09952378A0529|109 112|IgG
P09541280A0404|109 112|IgE
P07607669A1112|109 112|Sp1
P11530684A0667|109 112|NK1
P07528772A1539|109 112|SH2
P08508774A0242|109 112|Lrp
P10869076A1384|109 112|Rho
P08253958A0000|109 112|IgG
P03428274A0000|109 112|Ad2
P09199970A1101|109 112|C3b
P02969316A0002|109 112|ANP
P10022875A1265|109 112|Pak
P08749394A0874|109 111|Su
P09218520A0075|109 111|cd
P09835615A0574|109 111|R1
P07806651A0097|109 110|L
P08599946A0999|109 110|s
P11134033A0000|110 168|48-kDa eIF3e subunit of translation initiation factor eIF3
P10717612A0000|110 158|granulocyte-macrophage-colony stimulating factor
P09050849A0000|110 152|Saccharomyces cerevisiae Sec7 gene product
P10727433T0000|110 146|macrophage colony-stimulating factor
P09128730A0000|110 140|acetyl-S-[acyl-carrier protein
P01372900A0448|110 135|alpha s1-casein variant A
P08028671A0687|110 134|cAMP responsive promoter
P01653236A0895|110 133|glucocorticoid receptor
P08509419A0785|110 133|yeast cytoplasmic TyrRS
P10233946A0000|110 132|Rex-responsive element
P03309892A0637|110 131|actin gene transcript
P02294048A0881|110 129|Bacillus megaterium
P07997174A0936|110 128|A. vinelandii NifL
P08706731A1303|110 128|ribonuclease genes
P08244034T0000|110 127|metalloproteinase
P10666222A0330|110 127|survivin proteins
P10972980A0295|110 127|protein kinases A
P08148463A0000|110 125|granulocyte CSF
P11238586A0000|110 125|T cell receptor
P02083199A1175|110 124|wild-type EGFR
P03000457A1554|110 123|83 kDa (beta'
P09129147A0644|110 123|CREB proteins
P10556028A0292|110 123|repA promoter
P10488337T0000|110 123|bZIP proteins
P09535851A0591|110 123|gamma isoform
P09238860A1974|110 123|Interleukin-2
P07854324A0281|110 122|mik1 homolog
P11030744A0763|110 122|DPM synthase
P09528766A0915|110 122|CREB Ser-133
P02877124A0000|110 121|H1 receptor
P09144165A1275|110 121|AP-1 family
P07941750A0344|110 121|hydatoinase
P09346938A1680|110 121|cathepsin B
P11159363A1251|110 121|DNA-protein
P01711041A0348|110 120|beta-chain
P09409774A0214|110 120|VCSA1 gene
P09315631A1064|110 120|POR2 genes
P10544088A0308|110 119|NF-kappaB
P03006066A0653|110 118|P54c-ets
P08816792A0000|110 118|DNA-PKcs
P07516337A1119|110 118|anti-CD3
P01459885A0705|110 117|alpha 1
P02586513A0622|110 117|RNAP II
P07559524A0741|110 117|c-Ets-2
P09617807A0929|110 117|Cyclops
P09029713A1120|110 117|COUP-TF
P07665187A0824|110 116|Nramp1
P11073539A0866|110 116|desmin
P09154827A0158|110 116|TAF(II
P10891286A0000|110 116|myosin
P08150970A0434|110 116|TSST-1
P01446828A1088|110 115|LF-A1
P07670504A0834|110 115|G-box
P07959015A0478|110 115|rAMPK
P01314953A1266|110 114|hap3
P08626325A0543|110 114|UmuD
P08895579A0583|110 114|MDMX
P11521191A0000|110 114|p107
P09927449A0421|110 114|CLN2
P10938120A1093|110 114|MAPK
P08810278A0682|110 114|p130
P10320579A1831|110 114|HAPs
P08349104A0450|110 114|tsf1
P02568930T0000|110 113|CD2
P08997532A0116|110 113|TES
P09028942A0000|110 113|myc
P09453689A0000|110 113|BCR
P10362652A1456|110 113|EGF
P09582331A0506|110 113|SP1
P11278583A0873|110 113|ERK
P08922390A0793|110 113|FAK
P11073870A0375|110 113|PHC
P08992115A0199|110 113|KKS
P10811804A0800|110 113|p90
P09852136A0507|110 113|Rho
P08524292A1022|110 113|AP1
P08022212A0071|110 113|ALP
P09582350A0165|110 112|E1
P09591221A0137|110 112|P1
P11538437A0568|110 112|N2
P10215485A0837|110 112|Cr
P09387999A1053|110 111|R
P09495283A0000|110 111|2
P02167321T0000|111 164|human tissue-type plasminogen activator gene promoter
P09442031A0586|111 156|C-terminal truncated TSHR ectodomain variants
P09765261A0000|111 153|basic-domain/leucine-zipper (bZip) protein
P09685226A0000|111 152|human parathyroid hormone-related protein
P01697928A1214|111 149|interferon-stimulated response element
P10640734A0190|111 148|SH2-containing tyrosine phosphatase-1
P01658375A0854|111 144|eukaryotic protein-encoding genes
P07988730A0220|111 144|chloramphenicol acetyltransferase
P01375913A0484|111 142|T7 RNA polymerase promoter site
P10542249A0415|111 140|CAAT enhancer-binding protein
P09192769T0000|111 139|human C-C chemokine receptor
P10051488A1293|111 139|high mobility AP-1 complexes
P08530369A0099|111 138|Src family tyrosine kinases
P08106087A0139|111 137|mammalian GT-rich sequence
P08922391A0304|111 135|protein 4.1-binding site
P10564495A0444|111 135|carcinoembryonic antigen
P09305755A0540|111 135|CAAT-box binding protein
P08952965A1182|111 134|tamarin variable region
P08247005A0584|111 133|40S ribosomal subunits
P10731411A0958|111 133|DEAD-box RNA helicases
P01978834A0076|111 132|K-ATPase beta subunit
P08824798A0761|111 132|cysteine-rich protein
P10026784A0331|111 132|POU DNA binding motif
P08316240A1068|111 132|MluI restriction site
P09373155T0000|111 131|axonemal dynein gene
P09584165T0000|111 131|src tyrosine kinases
P10775038A0142|111 131|Wee1-binding protein
P02154599A0382|111 130|Zta fusion proteins
P08720407A1386|111 130|interleukin-1 alpha
P10933728A1398|111 129|hnRNP protein AUF1
P11281268A0000|111 129|phosphagen kinases
P04075021T0000|111 128|monoamine oxidase
P07256543A0814|111 128|carboxyhemoglobin
P07945937A0358|111 127|human Egr1 genes
P09829836A0815|111 127|yeast LEU2 genes
P09180687A0096|111 127|N-terminal and C
P03061383A0000|111 126|beta-lactamases
P09111309A0674|111 126|HB-EGF promoter
P08631822A0677|111 125|VEGF receptors
P10727247A0461|111 125|TEF-1 isoforms
P07958911A0500|111 124|homeotic gene
P09639565A0225|111 124|SV40 promoter
P02689439A0402|111 123|rat Yb1 gene
P11435578A2231|111 123|ATF proteins
P10597223A0339|111 123|p21 promoter
P07651734A0961|111 122|LIMK-2 mRNA
P09811730A1396|111 122|KCS protein
P09395525A0395|111 122|DNA-protein
P10342829A0236|111 122|human GnRHR
P07876210A0751|111 121|small gene
P09286115T0000|111 121|RPL21 gene
P09380507A0514|111 120|E2F sites
P09837715A0581|111 120|CAT) mRNA
P11114718A0349|111 120|cyclin D1
P01620781A0611|111 119|B2----A3
P10684646A0224|111 119|caveolin
P08703005A0645|111 119|alphaCbf
P10318859A0535|111 119|paxillin
P02156828A0164|111 118|cofilin
P08837503A0392|111 118|SbHRGP3
P03041802A0975|111 117|fibrin
P10339566A0602|111 117|Spc42p
P11003652A0961|111 117|Ste20p
P09744095A1016|111 117|fre1-1
P10492169A0939|111 117|PAPP-A
P09353247A0922|111 117|cyclin
P07860646A1363|111 116|FGF-2
P09618150A1464|111 116|MEK-1
P10733591A0533|111 116|Cdc42
P08608222T0000|111 116|STAT3
P10760950A1133|111 116|actin
P09891049A0761|111 116|Rat1p
P07816630A1333|111 115|BTU2
P10198003A1505|111 115|rsmB
P09545332A0137|111 115|IRS1
P09148935A0805|111 115|ERK2
P09079928A1319|111 115|oxyR
P08921865A1293|111 115|gp17
P09618475A0747|111 115|Nrd1
P08652081A1953|111 115|IL-1
P09495771A0379|111 115|FtsK
P07864652A1901|111 115|E2L2
P02957125A0601|111 114|ANP
P07958865A1152|111 114|Tek
P08683108A1501|111 114|mIg
P11314030A1264|111 114|Abl
P10627532A0739|111 114|JNK
P07865917A0191|111 114|ACE
P09670943T0000|111 114|BCR
P09514272A0482|111 114|P15
P07534297A0141|111 114|APE
P09658403A1207|111 114|CAT
P08565548A0196|111 114|BII
P08230452A1489|111 114|VP1
P01850105A1093|111 113|Id
P11027289A0321|111 113|SU
P07693975A1418|111 113|PR
P07438482A0145|111 113|E1
P08020962A1226|111 113|L1
P08608126A0811|111 112|K
P10777499A0883|111 112|B
P10600171A1432|112 152|bHLH/leucine zipper transcription factor
P11003669A0000|112 151|ErbB-2 juxtamembrane and kinase domains
P10811804A0000|112 149|extracellular signal-regulated kinase
P10212278A0387|112 143|c-Jun N-terminal protein kinase
P07739544A0364|112 141|basic-helix-loop-helix domain
P11006284T0000|112 141|phosphatidylinositol 3-kinase
P10502216A0289|112 140|tissue plasminogen activator
P09710599T0000|112 139|colony-stimulating factor 1
P09565606A0520|112 138|repZ ribosome-binding site
P11108720A0124|112 137|N- and C-terminal regions
P09050867A0542|112 136|POU-homeodomain proteins
P01690812A0000|112 135|28 S RNA ribosomal gene
P00154430A0906|112 134|HindIII-EcoRI fragment
P08055941A1264|112 134|alpha 3 beta 60 enzyme
P09548481A0000|112 133|human IL-5Ralpha gene
P08605931A0777|112 132|C-terminal RNP motif
P07509449A0000|112 131|viral Gag sequences
P10430886A0838|112 131|wild-type activator
P07672821A0763|112 131|complement factor H
P06318078T0000|112 130|alpha gene product
P01626430A1112|112 128|Drosophila genes
P09822690A0000|112 128|protein kinase A
P07935451T0000|112 127|I kappa B alpha
P00956554A0414|112 126|IgE antibodies
P09664033A1204|112 126|mature snoRNAs
P01883992A0922|112 126|beta-zein gene
P06298720A0893|112 125|VL30 elements
P07494244A0335|112 125|CREB proteins
P10488087A0340|112 125|SP-A promoter
P02445751A0925|112 124|beta subunit
P09840934A0435|112 124|Ha-RasV12G37
P08621719A0568|112 123|SH3 domains
P09343426A0456|112 123|D-A complex
P09079689A0472|112 123|bHLH domain
P07910946A0323|112 122|luciferase
P02153683A1579|112 121|K+-ATPase
P09601516A0695|112 121|S protein
P00534613A0000|112 120|collagen
P09111314A1243|112 120|TGF-beta
P11408575A0000|112 120|cyclin B
P09049198A0289|112 120|p21 gene
P09480831A0272|112 119|AM gene
P11350038A0459|112 119|hY RNAs
P11572467A0658|112 119|plasmin
P01413984A0737|112 118|apo A1
P08717559A0223|112 118|anti-D
P03619249A0428|112 118|HBs Ag
P09011744A0790|112 118|Grin2b
P09197241A0770|112 118|p53/56
P01420363T0000|112 118|TIMP-1
P10958456A0529|112 118|Cp.F10
P11390650A0562|112 118|SLP-76
P01429836A0457|112 117|Vps1p
P02778873A0761|112 117|DR-A1
P09244282A1371|112 117|pec-1
P11118440T0000|112 117|mSin3
P08660998A0851|112 117|mMIWC
P10094314A0935|112 117|SRp20
P02123877A1452|112 117|fra-1
P08088777A0754|112 117|Ab l-
P02521674T0000|112 116|nsP4
P10506143A0610|112 116|JNK1
P09121433A0463|112 116|MEF2
P09712919A0307|112 116|CREB
P07780738A0091|112 116|PCNA
P11000250A0200|112 116|AP-1
P07896088A0720|112 116|RIF1
P10908317A1459|112 116|rtER
P08805338A1061|112 116|Ogg2
P11238405A0817|112 116|fbp1
P11179664T0000|112 116|AML1
P10103057A0251|112 116|AML1
P07791764A0357|112 116|Grb2
P08356792A1275|112 116|p21X
P03553149A0299|112 116|LexA
P08657183A0145|112 116|DHFR
P01316903A0296|112 115|IIO
P09537361A0149|112 115|cvi
P01655713A0294|112 115|Tn1
P11522626A1374|112 115|Mek
P10471721A0141|112 115|SLG
P09099745A1446|112 115|p21
P09387999A1053|112 115|PIA
P08631760A0609|112 115|Crk
P11418662A0917|112 115|p65
P01842498A0000|112 115|PHA
P08647802A0000|112 115|SH3
P11312120A1311|112 115|Bcr
P07919540A1119|112 115|Max
P08062833A0000|112 114|E1
P09584194A1305|112 114|G2
P07806651A0097|112 113|K
P08749394A0874|112 113|H
P11250196A0455|113 164|prokaryotic betagamma-crystallin fold family member
P11016850A0423|113 154|LysR family of transcriptional regulators
P11202434T0000|113 149|Arabidopsis acyl-CoA-binding protein
P11222720A1699|113 148|CBF1-associated corepressor complex
P09334330A0252|113 146|Smad signal transduction proteins
P09287352A0930|113 145|mitogen-activated protein kinase
P10087993A1352|113 145|beta globin gene flanking region
P08970984A0765|113 144|YY1 class transcription factors
P08686381A0527|113 142|polyadenylate binding protein
P01511950T0000|113 140|hepatitis B surface antigen
P08573083A0645|113 140|upstream stimulatory factor
P08218230A1505|113 140|hepatocyte nuclear factor 1
P07802655T0000|113 140|L14 ribosomal protein genes
P01333053A0110|113 138|pituitary peptide hormone
P09632734A0081|113 138|GDP/GTP exchange proteins
P09786926A1372|113 138|sterol regulatory element
P07807002A0500|113 137|luciferase reporter gene
P11145571A0788|113 137|gamma-activated sequence
P06328504A0161|113 136|phosphoglycerate kinase
P08628681A0821|113 136|E.coli DNA polymerase I
P07547500A0066|113 136|chicken l kappa B-alpha
P01618027A1108|113 135|wild-type E10 fragment
P07595221A0733|113 135|MHC class II promoters
P08294459A0446|113 135|transmembrane-type PTP
P01992459A0000|113 133|Rev response element
P08749393A0783|113 133|p85 adaptor proteins
P01674817T0000|113 131|RNA-binding domain
P02154686A0185|113 131|beta-galactosidase
P02423533A1314|113 131|MAP1-specific mRNA
P08122370A0331|113 131|herpesvirus type 1
P10224257A0079|113 131|5'-flanking region
P08139539A0446|113 130|cyclic AMP (cAMP)
P09694860A0498|113 130|mammalian protein
P03015611A0331|113 129|ATP-binding site
P11132148A0162|113 129|HLA class I loci
P07559402A0622|113 129|protein kinase A
P01429624A0328|113 128|adenylylcyclase
P11059777A0813|113 128|PAX3 repressors
P08429020A0495|113 128|glycoprotein IX
P08428940A1763|113 127|RNA polymerase
P10476970A0542|113 127|alpha-subunits
P10229682A1151|113 127|nuclear-factor
P07730336A0606|113 126|kappa E3'-CRE
P10329574A1733|113 126|OnuMV4-Ld RNA
P07844155A0327|113 125|LAR isoforms
P08454591A1322|113 125|IRF-1 and -2
P03194410A0771|113 124|UOxase gene
P10478844A1604|113 124|PPARalphatr
P07557387A0241|113 123|C/EBP beta
P09400613A0594|113 123|PKR(1-551)
P02834478A0000|113 122|Xa factor
P08604338A0198|113 122|ets boxes
P09685346A0419|113 122|prolactin
P10336495A0547|113 122|PPARalpha
P07590744A0829|113 122|GAR1 gene
P03133360A1215|113 122|trpE mRNA
P10521443A0486|113 122|NF-kappaB
P09234736A0999|113 121|drm mRNA
P09837913A0419|113 121|human D2
P02958204A0175|113 120|apo A-1
P09402139A1121|113 120|insulin
P07739520A1250|113 119|Surf-3
P09430668A0172a|113 119|SREBPs
P10568744A0728|113 119|alpha2
P01333317A1008|113 118|PRF-I
P09832518A0615|113 118|Cdc68
P08151787T0000|113 118|IE175
P03275867A0187|113 118|HMR E
P10391903T0000|113 118|Elk-1
P11457139A0604|113 118|Man(8
P09735371A0227|113 118|mec-3
P08157009A0264|113 117|AP-1
P09495283A0000|113 117|HSF1
P10657899A0685|113 117|AP-1
P09428389A1805|113 117|LHRH
P09802206A1058|113 117|RPS7
P09873060A0901|113 117|JunD
P11152070A0573|113 117|pcbC
P08932363A0807|113 117|E2F1
P10488148A1267|113 117|AP-1
P08444345A0403|113 117|DbpB
P08441423A0145|113 117|GCN4
P03133250A0000|113 116|hMG
P11697760A0000|113 116|PTH
P07799948A0777|113 116|Src
P09368026A0435|113 116|FSK
P09710582A0535|113 116|MEK
P10773351A0672|113 116|GAS
P08626437A0332|113 116|GST
P11423991A1393|113 116|p53
P08474456A1041|113 116|Ets
P08394464A1080|113 116|p20
P10681520A0525|113 116|Rac
P08608126A0811|113 114|d
P11538437A0568|113 114|A
P10497199A0559|114 173|chicken ovalbumin upstream promoter-transcription factor II
P09582331A0506|114 163|erythroid-specific cis-acting regulatory elements
P02174427A1574|114 161|wild-type ubiquinol-cytochrome c oxidoreductase
P07704040A0000|114 155|NAD(P)H:(quinone acceptor) oxidoreductase
P02196565T0000|114 151|general regulatory factor I/repressor
P08332492A0145|114 149|human immunodeficiency virus type 1
P08395004A0558|114 149|nonhistone chromosomal protein HMG1
P10446149A0809|114 144|phosphoinositol-3 kinase delta
P10628971A0824|114 144|vacuolar protein sorting genes
P10438924T0000|114 143|phosphatidylinositol 3-kinase
P02154474A1504|114 139|steroidogenic P-450 genes
P08702644A0499|114 139|decay-accelerating factor
P09132057A0559|114 138|receptor protein kinases
P10833486A0598|114 138|alanine aminotransferase
P09535892A0000|114 137|an amino-terminal alpha
P11564893A1068|114 137|transcription regulator
P10320480A0451|114 136|E. coli RNA polymerase
P07553942A0810|114 135|Marchantia rps10 gene
P09547311A1394|114 134|extracellular domain
P10611320A0816|114 134|44-kDa Cak1p protein
P01386897A0000|114 133|G1-specific cyclins
P10329566A0610|114 133|tRNA-like structure
P10318806A0918|114 132|Src family kinases
P03185540T0000|114 131|TATA box-promoter
P08798420A0207|114 131|AP-1 binding site
P08626667A1372|114 130|nuclear proteins
P09882337A0000|114 130|heterodimeric gE
P11278819A0565|114 130|mouse IRBP genes
P09285715A1257|114 130|5S ribosomal RNA
P11533238A1137|114 130|HLA-DRA promoter
P02571924A0000|114 129|rhodotorucine A
P03001110A0546|114 129|tyrosine kinase
P11469970A0873|114 129|botulinum toxin
P07657668A0642|114 128|Fyn SH3 domain
P08995410A0000|114 128|GTP x tRNA(Met
P09045919A1250|114 128|c-Rel proteins
P11106668A0875|114 128|N-terminal BIR
P07961957A1565|114 128|alpha-MHC gene
P08199204A0746|114 127|PtdIns(3,4)P2
P08683108A0965|114 127|CRE-like site
P08464924A0243|114 127|eIF-5 protein
P03280807A1447|114 126|suf12 allele
P10563836A1234|114 126|AP-2 protein
P02559630A0270|114 124|fibrinogen
P09362480A0452|114 124|C-terminus
P10223338A1601|114 123|HIV-1IIIB
P10791901A0609|114 123|MRP1 gene
P07026328A0369|114 122|glucagon
P08361755A0734|114 122|factor(s
P08628254A0665|114 122|c-Ha-Ras
P09514260A1083|114 121|inteins
P01849734A1063|114 120|LA-N-1
P08418183A0000|114 120|HTLV-I
P01903841A0125|114 120|eIF-5A
P07862092A0302|114 120|sdp5-1
P08535138A0857|114 120|cycMs4
P10233147A0218|114 120|Ste20p
P02510242A0313|114 120|HBs Ag
P01545818A0696|114 119|v-src
P11145887A1393|114 119|c-Fos
P09388200A0639|114 119|c-fos
P10428811A0628|114 119|GRK-2
P10544037A0617|114 119|FZD10
P10623804A0808|114 119|SHP-2
P09694869A0932|114 119|Stat3
P03004982A0199|114 118|fbcF
P07926748A0383|114 118|not2
P08808939A0000|114 118|CcpA
P09524222A1113|114 118|NT-2
P10446998A0375|114 118|junB
P08871635A0000|114 118|CD40
P09566882A0693|114 118|Pho2
P07635312A0692|114 118|act1
P03952387A0336|114 118|HbO2
P08134115A1161|114 117|myc
P10187798A1098|114 117|TNF
P09799793T0000|114 117|EPO
P09724654A1120|114 117|RPA
P09234720A1015|114 117|H19
P10413607A0085|114 117|CVI
P10648020A0151|114 117|tPA
P10330396A0387|114 117|NPC
P10734312A0503|114 117|Shc
P10811804A0800|114 117|rsk
P10866689A0295|114 117|pRb
P09030781A0734|114 117|p35
P08621664A1430|114 117|PKN
P10446912A0883|114 117|OF5
P10614857A0584|114 117|IFN
P10545248A0567|114 117|Tin
P08892755A0186|114 117|JH1
P00377466A0188|114 116|E2
P07541912A0485|114 116|P1
